date,FIAT,VOLKSWAGEN,GENERAL MOTORS,FORD,RENAULT,TOYOTA,HYUNDAI,HONDA,NISSAN,MERCEDES-BENZ
2010/2/24,2665,2823,2696,1624,525,548,460,556,133,195
2010/2/25,3213,2913,2939,1656,603,520,525,687,108,254
2010/2/26,3922,3961,4158,2141,773,463,671,764,167,221
2010/2/27,49,35,36,24,2,1,8,37,1,3
2010/2/28,0,0,0,0,0,0,0,0,0,0
2010/3/1,1975,2046,1419,939,356,291,291,378,81,191
2010/3/2,2625,2350,1801,1269,595,401,344,579,124,232
2010/3/3,3158,2605,2331,1437,563,393,391,691,132,304
2010/3/4,3109,2916,2333,1448,589,470,475,678,108,322
2010/3/5,2742,2953,2350,1598,636,395,462,584,164,245
2010/3/6,55,61,27,20,23,2,8,12,6,3
2010/3/7,1,1,0,0,0,0,0,0,0,0
2010/3/8,2409,2388,1782,1044,548,311,348,502,106,229
2010/3/9,2624,2461,2647,1428,546,424,392,474,93,224
2010/3/10,2971,2778,3675,1638,806,401,477,547,110,314
2010/3/11,2919,2482,2323,1647,674,346,404,497,114,294
2010/3/12,3284,3122,2490,1906,666,417,500,565,143,331
2010/3/13,19,27,14,5,4,4,7,4,0,0
2010/3/14,3,0,2,0,0,0,0,0,0,0
2010/3/15,2371,2313,1919,1266,495,246,333,406,108,275
2010/3/16,3107,2792,3209,1543,638,426,430,539,131,270
2010/3/17,3291,3472,2993,1580,641,445,495,652,138,277
2010/3/18,3138,3434,4046,1681,728,412,512,595,145,339
2010/3/19,2991,2933,3107,1681,722,450,483,595,166,262
2010/3/20,26,7,12,7,2,5,4,4,0,0
2010/3/21,0,0,0,0,0,0,0,0,0,0
2010/3/22,2630,2695,3003,1133,656,419,421,508,123,266
2010/3/23,1987,1947,1612,854,385,218,271,264,63,177
2010/3/24,2608,2497,2003,1393,544,344,317,455,109,202
2010/3/25,5058,4421,4931,2394,1062,647,691,996,206,323
2010/3/26,4516,6141,4644,2641,1084,607,736,993,246,363
2010/3/27,97,93,80,63,47,13,18,35,8,13
2010/3/28,1,0,0,1,0,0,0,0,0,0
2010/3/29,3487,4080,3431,1957,1003,466,523,789,177,331
2010/3/30,4491,4563,4531,2799,1191,630,734,947,206,313
2010/3/31,5921,6356,7324,3396,1382,762,871,1545,365,332
2010/4/1,1563,1854,1770,1219,496,273,328,446,111,156
2010/4/2,0,0,10,0,0,0,0,0,0,0
2010/4/3,1,1,1,1,1,0,0,0,0,0
2010/4/4,0,0,0,0,0,0,0,0,0,0
2010/4/5,3512,2970,2827,1607,701,426,404,604,146,243
2010/4/6,3673,3231,2895,1759,716,473,349,601,164,231
2010/4/7,3741,3316,2977,1978,1036,563,511,761,228,298
2010/4/8,3445,3399,2926,1807,869,462,464,556,171,351
2010/4/9,3264,3488,2793,1877,758,468,558,615,175,340
2010/4/10,35,52,20,17,11,11,7,10,0,1
2010/4/11,0,2,2,1,0,0,0,0,0,0
2010/4/12,2493,2636,2239,1371,588,359,435,429,146,232
2010/4/13,2683,2900,2185,1503,583,336,386,434,119,272
2010/4/14,3092,3514,2311,1747,760,362,525,520,170,342
2010/4/15,3145,3410,2510,1734,692,392,523,409,135,290
2010/4/16,2571,2878,2399,1354,602,327,479,429,152,351
2010/4/17,31,26,33,19,14,4,7,4,2,2
2010/4/18,4,0,4,0,1,0,0,0,0,0
2010/4/19,2479,2741,1918,1213,519,357,461,320,118,271
2010/4/20,2815,2929,2528,1382,530,416,516,347,133,401
2010/4/21,19,23,24,10,3,0,2,3,0,0
2010/4/22,2503,2627,1941,1156,572,379,455,363,133,263
2010/4/23,2860,2708,2199,1269,442,440,562,316,94,268
2010/4/24,25,15,24,6,5,8,4,3,1,2
2010/4/25,6,0,10,0,0,0,0,0,0,0
2010/4/26,2773,2512,2005,1101,514,341,481,299,107,319
2010/4/27,2709,2785,2525,1256,509,387,423,325,110,366
2010/4/28,2593,2473,2242,1183,418,423,431,342,113,234
2010/4/29,3489,3657,3385,1449,574,524,639,442,154,383
2010/4/30,3309,3681,3475,1572,543,474,668,466,161,340
2010/5/1,0,0,2,0,1,0,0,0,0,0
2010/5/2,1,0,1,1,0,0,0,0,0,0
2010/5/3,1688,1763,1198,692,444,290,313,243,107,209
2010/5/4,2213,2288,1457,905,398,397,361,344,89,352
2010/5/5,2474,2359,1624,916,440,397,417,367,104,329
2010/5/6,2447,2427,1610,1027,387,424,417,423,92,303
2010/5/7,2422,2659,1849,915,412,403,436,398,87,287
2010/5/8,31,33,27,13,9,8,5,2,2,1
2010/5/9,1,1,0,0,0,0,0,0,0,0
2010/5/10,2060,2022,1815,778,278,239,309,289,74,247
2010/5/11,2182,2519,2366,1021,319,343,370,320,77,252
2010/5/12,2293,2661,1851,1031,341,332,378,368,76,331
2010/5/13,2565,2997,1931,1018,369,389,449,372,84,254
2010/5/14,2501,2999,1979,1059,369,407,459,406,106,335
2010/5/15,14,17,21,8,7,1,5,1,0,0
2010/5/16,1,0,0,0,0,0,0,0,0,0
2010/5/17,1987,2681,1530,846,303,319,321,304,56,200
2010/5/18,2597,2674,1984,1071,302,372,405,356,117,289
2010/5/19,2870,3026,2461,991,402,355,393,404,100,291
2010/5/20,2809,3366,3100,1082,344,418,460,507,95,284
2010/5/21,2791,3402,2025,1073,474,390,535,438,77,307
2010/5/22,23,22,9,10,2,2,2,2,1,1
2010/5/23,1,1,0,0,0,0,0,0,0,0
2010/5/24,2260,2255,1556,849,321,260,281,288,64,253
2010/5/25,2624,2741,2487,1058,340,344,407,416,86,249
2010/5/26,3318,3008,2876,1336,451,424,465,552,95,204
2010/5/27,3316,3090,2951,1328,427,441,489,550,99,317
2010/5/28,3639,3737,3305,1443,455,433,552,557,102,242
2010/5/29,41,23,21,15,2,2,6,1,1,5
2010/5/30,0,1,1,0,0,0,0,0,0,0
2010/5/31,3765,3721,4492,1701,611,428,525,589,134,186
2010/6/1,2686,2608,1768,1142,356,430,367,510,102,248
2010/6/2,3175,2880,2100,1434,466,558,476,666,131,257
2010/6/3,46,43,19,20,11,6,3,5,4,3
2010/6/4,1496,1370,1180,714,220,210,240,308,62,108
2010/6/5,28,18,12,15,3,1,1,2,1,0
2010/6/6,2,0,0,0,0,0,0,0,0,0
2010/6/7,2612,2636,1983,1215,493,345,368,418,99,207
2010/6/8,3113,2863,2642,1336,437,417,427,496,103,246
2010/6/9,3337,2654,2737,1311,482,388,409,528,94,298
2010/6/10,3188,2988,2703,1322,560,372,388,427,107,265
2010/6/11,2890,3002,2562,1409,433,373,464,448,104,312
2010/6/12,24,36,16,13,11,6,3,4,1,0
2010/6/13,0,0,0,0,0,0,0,0,0,0
2010/6/14,2641,2771,1711,1007,396,297,287,286,97,254
2010/6/15,1949,1823,1448,886,278,237,260,246,63,164
2010/6/16,2925,2713,2228,1366,497,361,400,424,92,280
2010/6/17,3229,2832,2448,1416,498,411,373,438,124,320
2010/6/18,3152,3212,2466,1569,546,332,392,438,85,364
2010/6/19,29,30,10,4,7,2,1,4,1,2
2010/6/20,0,0,0,0,0,0,0,0,0,0
2010/6/21,2495,2698,2289,1270,391,319,328,314,86,218
2010/6/22,2751,2855,2752,1281,523,388,393,416,83,342
2010/6/23,2922,2975,2200,1305,467,396,404,440,94,280
2010/6/24,3525,2927,2234,1407,679,454,413,543,106,268
2010/6/25,1325,1093,978,805,227,167,197,258,48,114
2010/6/26,62,64,29,35,8,10,2,8,1,5
2010/6/27,0,1,0,0,0,0,0,0,0,0
2010/6/28,2369,1774,1535,813,434,258,226,285,92,180
2010/6/29,3722,3197,3193,1598,592,449,426,524,121,285
2010/6/30,4469,4068,5802,2160,843,587,553,996,174,332
2010/7/1,3349,2892,1838,1311,593,458,415,412,139,304
2010/7/2,1073,918,601,551,209,191,151,217,48,73
2010/7/3,31,36,13,7,7,5,2,3,1,1
2010/7/4,0,0,0,0,0,0,0,0,0,0
2010/7/5,3469,2832,2720,1259,611,457,333,458,112,308
2010/7/6,3112,3096,2072,1412,550,428,375,498,132,348
2010/7/7,3052,3012,2421,1374,690,527,410,503,141,298
2010/7/8,3441,2870,2551,1429,670,373,389,413,103,318
2010/7/9,2494,2130,1656,925,488,337,252,196,78,278
2010/7/10,29,17,31,15,8,4,8,3,0,2
2010/7/11,0,2,1,1,0,1,0,0,0,0
2010/7/12,2493,2606,2401,1144,513,264,250,343,100,339
2010/7/13,2928,2880,2126,1276,545,297,349,379,105,325
2010/7/14,3092,2956,2224,1522,555,389,338,379,105,284
2010/7/15,3761,2934,2147,1506,618,357,373,404,113,268
2010/7/16,3273,2865,1984,1399,661,346,392,401,109,310
2010/7/17,23,19,19,7,9,3,3,3,2,1
2010/7/18,1,1,0,0,0,0,0,0,0,0
2010/7/19,2922,2611,2407,1167,589,256,308,335,105,230
2010/7/20,3237,3127,2745,1464,679,413,374,417,113,248
2010/7/21,3348,2898,3046,1590,631,349,360,437,87,290
2010/7/22,3590,3232,2564,1668,687,386,452,585,133,279
2010/7/23,3584,3573,2357,1625,721,382,465,520,120,245
2010/7/24,31,24,13,19,9,3,2,8,2,3
2010/7/25,2,1,0,0,0,0,0,0,0,0
2010/7/26,3018,2591,2156,1146,597,267,332,413,90,203
2010/7/27,3489,3187,2725,1629,687,328,410,526,129,294
2010/7/28,3292,3320,3131,1852,605,412,421,623,127,334
2010/7/29,3916,4077,3735,1894,894,457,508,701,145,323
2010/7/30,3976,4145,4930,2085,860,420,563,751,163,267
2010/7/31,37,69,74,35,9,2,3,3,3,6
2010/8/1,0,2,0,0,0,0,0,0,0,0
2010/8/2,2352,2247,1433,1077,508,291,285,359,84,311
2010/8/3,2803,2840,1709,1292,609,385,309,393,126,291
2010/8/4,3062,3271,2005,1472,655,459,377,587,144,283
2010/8/5,2952,3055,2367,1464,601,425,409,573,138,327
2010/8/6,2940,3156,2305,1467,648,345,380,480,137,335
2010/8/7,22,18,11,9,8,2,1,4,1,1
2010/8/8,0,0,0,0,0,0,0,0,0,0
2010/8/9,2862,2495,2341,1299,642,277,327,399,113,164
2010/8/10,2638,2957,2114,1241,584,290,340,399,122,248
2010/8/11,2907,2799,2276,1305,651,324,415,402,113,273
2010/8/12,3307,3167,2389,1547,772,366,409,507,139,332
2010/8/13,3303,2768,2430,1508,715,354,500,364,121,335
2010/8/14,18,14,9,8,7,1,1,2,0,2
2010/8/15,1,2,1,0,0,0,0,0,0,0
2010/8/16,2631,2360,1949,1237,620,265,337,275,83,189
2010/8/17,2995,3035,2329,1329,772,316,387,349,98,274
2010/8/18,3324,2951,2625,1642,810,355,408,389,110,258
2010/8/19,3632,3517,2868,1626,884,431,416,474,137,418
2010/8/20,3796,3124,3215,1575,873,354,469,472,120,378
2010/8/21,18,26,14,14,12,1,3,2,2,1
2010/8/22,0,1,0,1,0,0,0,0,0,0
2010/8/23,3019,2434,2288,1188,809,293,358,355,115,188
2010/8/24,3092,2728,2672,1385,893,338,391,427,120,324
2010/8/25,3622,3039,2873,1445,823,395,472,526,126,251
2010/8/26,3753,3545,3033,1605,864,438,510,616,187,300
2010/8/27,3385,3254,3406,1516,959,454,457,569,215,310
2010/8/28,37,28,58,22,21,4,7,8,4,2
2010/8/29,1,0,0,0,0,0,0,0,0,0
2010/8/30,2855,3120,2888,1402,862,382,378,554,185,252
2010/8/31,4382,4575,3914,2039,1131,510,618,940,243,273
2010/9/1,2702,3010,2444,1204,686,454,402,464,166,275
2010/9/2,3251,3023,2932,1393,810,500,479,633,148,300
2010/9/3,3093,3165,3088,1422,881,478,461,616,169,285
2010/9/4,31,18,24,8,14,3,1,6,1,2
2010/9/5,1,0,2,0,0,0,0,0,0,1
2010/9/6,888,978,969,521,280,129,165,214,54,76
2010/9/7,0,0,0,0,0,0,0,0,0,0
2010/9/8,2277,2018,2111,852,484,272,278,289,110,179
2010/9/9,3075,2572,2465,1176,636,360,366,339,123,233
2010/9/10,4131,3797,3592,1913,896,446,535,566,172,314
2010/9/11,3,1,1,0,0,0,1,0,0,0
2010/9/12,20,6,9,1,2,0,0,0,0,0
2010/9/13,3247,2852,2641,1353,831,329,397,419,110,263
2010/9/14,3450,3159,2506,1372,828,357,400,388,142,259
2010/9/15,3440,2955,2807,1354,732,392,396,421,136,318
2010/9/16,3344,3202,2793,1401,770,419,449,422,158,296
2010/9/17,3341,2991,3135,1417,807,410,457,428,167,289
2010/9/18,47,16,29,17,10,8,2,2,2,1
2010/9/19,3,0,11,0,0,0,0,0,0,0
2010/9/20,2495,2357,2612,1020,536,297,339,320,112,212
2010/9/21,3044,2952,3088,1356,682,361,439,458,144,318
2010/9/22,3421,3012,2851,1617,732,398,450,468,166,342
2010/9/23,3806,3329,2863,1532,872,431,496,545,172,322
2010/9/24,3112,3427,2578,1448,653,423,391,360,151,337
2010/9/25,26,32,21,18,9,4,5,4,2,2
2010/9/26,0,0,1,0,0,0,0,0,0,0
2010/9/27,3003,3619,2925,1667,865,370,488,475,241,226
2010/9/28,3104,2837,2958,1445,764,338,429,443,162,272
2010/9/29,4200,3797,3210,1879,899,449,590,617,195,294
2010/9/30,4253,5121,4302,2187,1045,511,753,681,246,320
2010/10/1,3269,3232,2771,1345,830,482,388,421,214,331
2010/10/2,21,13,36,4,10,6,2,0,0,1
2010/10/3,5,6,3,0,0,0,0,0,0,0
2010/10/4,2706,2347,2237,916,558,366,276,349,134,288
2010/10/5,2732,2968,2725,1399,746,462,437,467,175,273
2010/10/6,3170,3205,2683,1394,762,489,400,498,170,240
2010/10/7,3122,3170,2613,1441,978,476,436,523,211,295
2010/10/8,3174,2996,2698,1412,768,467,465,464,178,333
2010/10/9,23,33,18,15,12,4,3,3,3,0
2010/10/10,0,0,0,0,0,0,0,0,0,0
2010/10/11,274,299,245,237,140,35,33,35,24,36
2010/10/12,1,1,2,0,0,0,0,0,0,0
2010/10/13,2671,3351,2932,1324,778,313,330,392,156,238
2010/10/14,3516,3558,3415,1704,819,467,425,595,159,320
2010/10/15,3515,3691,3454,1787,891,516,522,563,207,335
2010/10/16,113,76,56,45,24,3,16,32,2,5
2010/10/17,0,0,0,0,0,0,0,0,0,0
2010/10/18,2540,2851,2449,1392,690,363,311,383,118,229
2010/10/19,3208,3176,2775,1667,783,415,412,514,136,280
2010/10/20,3312,3407,2651,1726,786,404,449,522,165,301
2010/10/21,3997,3504,2925,1814,748,455,446,521,259,252
2010/10/22,3430,4337,3193,1790,894,479,554,524,212,306
2010/10/23,37,42,45,23,12,3,2,11,1,4
2010/10/24,1,0,1,1,0,1,0,0,0,0
2010/10/25,2358,2640,1959,1567,637,316,366,377,200,183
2010/10/26,3486,3766,3086,1922,675,488,444,602,221,337
2010/10/27,4163,4118,3784,2080,809,552,514,794,238,382
2010/10/28,4122,4393,3779,2237,852,657,592,945,255,387
2010/10/29,3917,4562,3302,2475,908,476,635,819,307,327
2010/10/30,60,61,70,32,13,1,9,9,3,7
2010/10/31,3,4,3,3,0,1,0,0,0,0
2010/11/1,871,1133,961,510,157,108,154,219,58,79
2010/11/2,0,2,7,8,0,0,1,0,0,0
2010/11/3,2901,2873,2855,1312,705,445,339,486,162,265
2010/11/4,4548,3867,3547,1735,717,616,530,732,212,310
2010/11/5,3481,4259,3677,1994,1317,647,524,781,225,504
2010/11/6,46,49,20,16,22,10,2,10,21,2
2010/11/7,0,0,0,0,0,0,0,0,0,0
2010/11/8,3202,3382,2873,1379,687,473,376,515,198,352
2010/11/9,3260,3773,3280,1852,736,538,479,555,188,340
2010/11/10,3957,3760,3207,1921,824,485,532,557,193,306
2010/11/11,3742,4518,3270,2138,931,510,489,613,186,348
2010/11/12,3648,3678,2924,1746,836,454,481,557,294,297
2010/11/13,134,78,37,49,38,5,8,4,5,5
2010/11/14,2,0,0,0,0,0,0,0,0,0
2010/11/15,3,7,0,1,0,1,0,0,0,1
2010/11/16,3011,2803,2353,1416,499,341,352,374,131,216
2010/11/17,2938,3315,2566,1537,676,375,392,473,115,365
2010/11/18,3469,3887,2953,1850,825,412,465,662,161,312
2010/11/19,3621,3896,3157,1757,755,461,589,656,170,359
2010/11/20,174,135,91,59,18,16,8,12,7,5
2010/11/21,3,0,0,1,0,0,0,1,0,0
2010/11/22,2900,2752,2130,1381,669,334,348,480,107,256
2010/11/23,3497,3620,2594,1713,812,394,459,615,168,318
2010/11/24,3425,3833,2985,1675,1439,421,550,712,197,264
2010/11/25,3854,3855,3117,1870,786,450,427,684,165,317
2010/11/26,4701,4666,3447,2035,908,495,619,895,270,333
2010/11/27,88,121,93,30,60,9,11,55,9,1
2010/11/28,0,0,1,0,0,1,0,0,0,0
2010/11/29,3350,3589,3433,1704,796,421,479,614,207,290
2010/11/30,5269,4591,3770,2272,956,508,574,989,302,357
2010/12/1,3257,3031,2389,1314,627,493,364,576,213,294
2010/12/2,3877,3518,3033,1458,1627,486,437,829,201,339
2010/12/3,3842,3878,3353,1924,836,554,574,803,243,393
2010/12/4,101,108,116,32,25,20,11,13,7,4
2010/12/5,2,4,3,0,2,0,0,0,3,1
2010/12/6,2982,2775,2615,1381,675,441,446,542,183,251
2010/12/7,4315,3827,3123,1860,728,554,442,632,210,283
2010/12/8,2645,2564,2387,1433,669,351,387,564,186,246
2010/12/9,4596,4347,3733,2095,705,496,473,764,274,324
2010/12/10,3731,3950,3641,2087,957,546,551,756,232,357
2010/12/11,65,77,51,35,22,9,7,5,7,7
2010/12/12,1,4,4,2,3,2,0,4,3,0
2010/12/13,3678,3222,2746,1756,734,408,441,606,301,259
2010/12/14,3788,3750,3392,1868,919,527,493,720,267,282
2010/12/15,3685,3830,3285,1813,791,517,513,690,244,323
2010/12/16,4141,4101,3651,1971,1014,551,557,787,254,348
2010/12/17,4103,4146,3984,1982,920,692,577,825,287,503
2010/12/18,85,93,73,55,30,10,11,8,29,3
2010/12/19,6,4,0,2,2,0,1,1,1,0
2010/12/20,2943,3350,2995,1476,783,479,492,637,237,335
2010/12/21,3944,4265,3891,2075,938,611,625,808,292,349
2010/12/22,4231,4696,4569,2282,1045,645,647,1135,306,352
2010/12/23,3877,4178,4353,2119,874,622,655,956,312,315
2010/12/24,574,419,554,258,80,90,56,104,42,53
2010/12/25,0,0,0,0,0,0,0,0,0,0
2010/12/26,1,0,0,0,0,0,0,0,0,0
2010/12/27,3048,2944,2615,1535,653,434,461,571,200,311
2010/12/28,3974,3735,3338,1918,891,607,521,853,245,365
2010/12/29,4246,4490,3869,2470,982,724,650,815,275,477
2010/12/30,3130,3420,3036,1677,635,518,470,684,161,345
2010/12/31,544,397,263,123,87,45,26,56,25,28
2011/1/1,0,0,0,0,0,0,0,0,0,0
2011/1/2,0,0,0,0,0,0,0,0,0,0
2011/1/3,1381,1444,981,730,290,210,141,223,60,126
2011/1/4,2011,1940,1454,1057,423,353,287,282,143,240
2011/1/5,2435,2803,1811,1238,693,444,347,386,157,267
2011/1/6,2378,2791,2016,1237,622,392,356,327,205,268
2011/1/7,2372,3191,1709,1306,554,384,366,368,161,276
2011/1/8,42,29,33,26,9,12,5,7,2,15
2011/1/9,2,2,5,0,1,1,1,0,0,0
2011/1/10,2158,2487,1674,1021,473,300,320,303,140,245
2011/1/11,2024,2607,1773,1000,540,317,320,325,113,219
2011/1/12,2334,3222,2284,1349,570,348,439,470,188,278
2011/1/13,2507,3230,2286,1293,505,299,438,422,140,273
2011/1/14,2294,3127,2394,1367,533,312,414,432,144,268
2011/1/15,33,36,15,11,4,1,4,4,0,8
2011/1/16,0,1,0,0,0,0,0,0,0,0
2011/1/17,1852,2438,1630,929,422,219,368,325,136,163
2011/1/18,2046,2733,2120,1179,524,246,392,367,149,257
2011/1/19,2270,3097,2259,1299,555,315,389,469,152,270
2011/1/20,2017,2709,2022,1325,509,254,405,423,140,346
2011/1/21,2376,3207,2155,1295,530,339,404,452,183,300
2011/1/22,30,18,31,17,8,2,7,8,2,2
2011/1/23,0,3,0,0,0,0,0,0,0,0
2011/1/24,1769,2576,1462,993,403,167,268,264,121,263
2011/1/25,2134,2762,1801,1163,532,257,327,265,139,273
2011/1/26,2333,2958,2073,1307,575,322,419,471,205,283
2011/1/27,2422,3231,2408,1284,612,358,461,492,202,261
2011/1/28,2670,3251,2340,1347,562,318,475,457,194,264
2011/1/29,20,41,22,10,6,7,4,4,1,1
2011/1/30,0,1,0,0,0,0,0,0,0,0
2011/1/31,2815,3224,2387,1529,783,296,450,628,230,221
2011/2/1,2392,2745,1967,1113,507,300,369,366,187,211
2011/2/2,2491,3081,2113,1170,535,358,352,459,176,277
2011/2/3,2680,2961,2124,1222,649,323,425,489,236,345
2011/2/4,2601,2852,1995,1167,623,345,336,429,240,309
2011/2/5,33,32,19,13,8,5,5,5,0,2
2011/2/6,0,0,0,0,0,0,0,0,0,0
2011/2/7,2296,2652,1837,1059,515,257,353,351,172,188
2011/2/8,2905,2865,1908,1239,589,296,366,388,219,225
2011/2/9,3221,2869,2247,1249,703,306,381,431,152,235
2011/2/10,3140,3047,2276,1275,762,348,393,437,180,290
2011/2/11,2924,3074,2393,1326,761,357,392,378,198,282
2011/2/12,32,44,20,5,6,4,2,3,3,6
2011/2/13,0,0,0,0,0,0,0,0,0,0
2011/2/14,2561,2506,1852,992,531,260,285,294,187,205
2011/2/15,2767,2688,2176,1238,614,289,389,407,175,249
2011/2/16,2977,2988,2414,1280,571,366,429,405,192,262
2011/2/17,3222,3146,2524,1349,682,363,398,433,189,230
2011/2/18,4334,2977,2585,1329,635,407,422,484,235,206
2011/2/19,85,83,31,32,21,1,7,9,8,6
2011/2/20,0,0,1,0,0,0,0,1,0,0
2011/2/21,2562,2453,1890,1084,566,295,320,374,175,237
2011/2/22,3115,2891,2486,1248,600,405,418,426,179,258
2011/2/23,3416,3131,2895,1513,676,424,438,571,239,279
2011/2/24,2201,1682,1343,733,440,214,280,334,149,156
2011/2/25,4557,4537,3790,2300,988,597,736,904,374,339
2011/2/26,179,150,117,62,38,25,44,19,16,6
2011/2/27,0,3,0,1,0,0,0,1,0,0
2011/2/28,4044,3739,3331,1998,851,399,622,722,344,270
2011/3/1,2880,2848,2552,1212,564,511,399,571,229,211
2011/3/2,2461,2321,2028,949,553,386,345,422,193,198
2011/3/3,4015,3937,3545,1790,853,767,609,782,294,328
2011/3/4,4151,3415,2757,1578,755,561,537,594,288,368
2011/3/5,13,61,4,20,1,1,1,0,1,1
2011/3/6,0,1,1,0,0,0,0,0,0,0
2011/3/7,0,5,1,0,1,1,0,0,0,0
2011/3/8,3,1,0,0,0,0,0,1,0,0
2011/3/9,711,803,731,318,211,89,87,100,40,127
2011/3/10,2562,2702,2460,1328,567,361,362,400,174,308
2011/3/11,4085,3238,3182,1376,687,469,538,518,214,330
2011/3/12,69,60,46,23,23,14,9,9,6,5
2011/3/13,0,1,0,0,0,0,0,0,0,0
2011/3/14,2902,2796,2259,1327,648,363,337,397,196,236
2011/3/15,3431,3109,2623,1426,658,387,413,388,167,308
2011/3/16,3222,3054,2546,1370,640,385,405,426,190,261
2011/3/17,2945,3081,2677,1294,645,350,429,444,240,260
2011/3/18,3054,3015,2656,1440,661,386,485,427,257,267
2011/3/19,41,40,22,23,28,4,10,3,5,12
2011/3/20,0,1,0,0,0,0,0,0,0,0
2011/3/21,2344,2514,2018,971,559,231,335,363,209,203
2011/3/22,3251,3114,2460,1541,682,364,420,500,287,341
2011/3/23,3089,3251,2658,1595,757,355,442,513,344,274
2011/3/24,3013,3234,2656,1651,718,376,478,543,302,251
2011/3/25,3178,3212,3297,1703,773,423,493,535,371,329
2011/3/26,52,41,38,22,33,5,7,12,5,0
2011/3/27,0,0,1,0,0,0,0,0,0,0
2011/3/28,2416,2515,2493,1291,649,314,362,469,349,219
2011/3/29,3274,3063,2890,1607,748,420,523,543,388,284
2011/3/30,3496,3410,3081,1971,766,513,511,701,436,315
2011/3/31,3881,4721,3589,2330,1042,564,583,832,663,274
2011/4/1,2734,2581,2428,1417,672,438,472,448,186,330
2011/4/2,44,31,31,29,22,4,8,8,6,4
2011/4/3,1,0,1,0,0,0,0,0,0,7
2011/4/4,2310,2296,2525,1233,559,394,397,400,161,266
2011/4/5,3557,2641,2736,1427,641,431,437,555,138,270
2011/4/6,2874,2850,2728,1413,808,429,432,464,179,265
2011/4/7,2859,2907,2649,1415,801,529,460,513,190,335
2011/4/8,3059,2789,2552,1469,727,448,500,425,154,298
2011/4/9,47,54,62,40,36,7,6,22,8,2
2011/4/10,2,0,0,0,0,0,0,0,0,0
2011/4/11,2384,2221,2214,1166,592,271,348,325,131,222
2011/4/12,3236,2545,2846,1426,727,402,505,393,209,252
2011/4/13,3019,2739,2597,1611,766,390,461,435,168,307
2011/4/14,3684,3016,2926,2178,1041,437,508,486,184,334
2011/4/15,3487,2771,3046,2058,964,421,544,476,211,384
2011/4/16,66,86,75,71,45,13,10,16,10,15
2011/4/17,2,0,0,0,0,0,0,0,0,0
2011/4/18,2989,2843,2632,1402,816,329,407,421,174,238
2011/4/19,3640,3523,2881,1852,852,480,589,583,232,354
2011/4/20,4172,3600,2890,1739,918,491,565,586,227,322
2011/4/21,1,1,1,2,0,0,0,0,0,0
2011/4/22,1,3,0,0,0,0,0,0,0,0
2011/4/23,0,0,0,0,0,0,1,0,0,0
2011/4/24,0,1,0,1,0,0,0,0,0,0
2011/4/25,2804,2276,2232,1078,580,287,367,369,136,261
2011/4/26,2999,2848,2343,2094,800,316,474,475,204,255
2011/4/27,3225,3204,2756,1429,738,417,512,440,218,246
2011/4/28,3359,4669,3032,1365,784,436,537,571,201,304
2011/4/29,3850,4528,3186,1771,895,457,735,607,221,332
2011/4/30,47,48,61,33,42,6,11,12,5,2
2011/5/1,1,2,0,0,0,0,0,0,0,0
2011/5/2,2000,2412,2096,848,490,262,362,325,107,193
2011/5/3,2697,2842,2711,1320,623,422,405,452,148,273
2011/5/4,2794,2957,2532,1335,663,449,384,534,149,277
2011/5/5,3172,3307,2465,1256,703,490,526,498,177,272
2011/5/6,2956,3214,2620,1255,729,430,604,538,158,299
2011/5/7,60,57,48,27,28,18,12,5,7,3
2011/5/8,1,0,1,1,0,0,0,0,0,0
2011/5/9,2199,2352,2170,1040,543,284,394,324,155,274
2011/5/10,2672,2977,2399,1245,604,393,413,340,183,286
2011/5/11,2960,3323,2414,1361,629,448,434,407,187,328
2011/5/12,3021,3109,2479,1383,698,427,464,402,184,374
2011/5/13,2991,3523,2337,1315,572,445,509,348,154,306
2011/5/14,55,54,36,33,30,10,11,8,5,6
2011/5/15,0,0,0,0,0,0,0,0,0,0
2011/5/16,2259,2295,1776,1206,463,289,359,250,178,187
2011/5/17,2968,3018,2440,1474,508,385,466,321,161,277
2011/5/18,2990,3044,2428,1332,573,376,430,399,182,244
2011/5/19,3143,3242,2328,1269,577,350,535,374,230,271
2011/5/20,3164,3174,2718,1510,601,373,542,333,240,283
2011/5/21,17,15,18,3,2,3,0,5,2,0
2011/5/22,0,1,0,0,0,0,0,0,0,0
2011/5/23,2573,2644,2515,1200,473,308,357,222,182,219
2011/5/24,3092,2911,2484,1337,542,401,501,295,178,270
2011/5/25,3385,3498,2817,1351,675,361,541,343,225,231
2011/5/26,3436,3306,2847,1515,741,394,553,349,262,279
2011/5/27,3596,3538,2862,1603,672,402,554,326,365,326
2011/5/28,48,38,28,16,16,9,4,6,3,2
2011/5/29,0,8,3,1,1,1,0,0,1,0
2011/5/30,3553,2814,2490,1437,572,349,412,306,303,258
2011/5/31,5001,4225,3514,1906,750,394,676,447,471,286
2011/6/1,2892,2739,2508,1189,648,327,449,262,183,271
2011/6/2,3383,3010,2542,1276,570,374,457,307,147,280
2011/6/3,3159,3407,2615,1254,577,371,469,341,200,318
2011/6/4,32,21,16,16,9,4,4,2,2,6
2011/6/5,4,3,1,2,0,1,0,0,0,0
2011/6/6,2967,2452,1930,1086,590,264,408,196,152,211
2011/6/7,3725,2811,2454,1290,566,293,400,253,162,256
