date,FIAT,VOLKSWAGEN,GENERAL MOTORS,FORD,RENAULT,TOYOTA,HYUNDAI,HONDA,NISSAN,MERCEDES-BENZ
2011/6/8,3041,2794,2304,1358,605,301,460,268,191,287
2011/6/9,3266,2919,2664,1399,563,326,473,277,200,331
2011/6/10,2834,2841,2503,1318,569,269,484,247,175,288
2011/6/11,0,0,0,0,0,0,0,0,0,0
2011/6/12,2,1,0,0,0,0,1,0,0,0
2011/6/13,2543,2370,1870,964,472,172,347,193,166,304
2011/6/14,2915,2828,2369,1419,741,253,410,236,179,333
2011/6/15,3370,2808,2666,1430,616,269,452,312,212,353
2011/6/16,3043,3130,2877,1415,716,330,503,277,240,358
2011/6/17,3489,2946,2666,1441,693,262,497,321,252,288
2011/6/18,30,27,22,17,6,1,7,6,2,5
2011/6/19,0,0,0,0,0,0,0,0,0,0
2011/6/20,3147,2670,2466,1517,680,239,428,275,204,289
2011/6/21,3862,3113,2846,1583,881,352,514,343,281,314
2011/6/22,3342,3260,2982,1867,801,355,564,341,328,445
2011/6/23,4,12,0,0,0,0,0,0,0,0
2011/6/24,421,439,408,260,181,47,94,33,62,45
2011/6/25,57,39,41,13,22,6,12,2,4,0
2011/6/26,0,0,0,1,0,0,0,0,0,0
2011/6/27,2914,2839,2605,1360,736,324,389,309,277,266
2011/6/28,4127,4042,3182,2289,774,343,595,408,375,303
2011/6/29,4277,3784,3048,1617,816,336,498,399,424,316
2011/6/30,4369,4405,4002,2044,1005,428,717,494,625,313
2011/7/1,2699,2904,2382,1267,699,417,431,255,198,369
2011/7/2,50,62,65,36,38,8,10,11,3,12
2011/7/3,0,0,0,0,0,0,0,0,0,0
2011/7/4,2422,2563,2061,1252,676,312,343,209,239,231
2011/7/5,2635,2983,2392,1343,629,359,373,323,173,292
2011/7/6,2997,3204,2603,1439,701,354,468,299,200,318
2011/7/7,3134,3120,2576,1311,766,376,511,325,205,324
2011/7/8,3055,2961,2417,1413,679,327,468,257,198,383
2011/7/9,59,41,35,21,29,5,7,7,6,1
2011/7/10,2,0,1,4,0,0,0,0,0,0
2011/7/11,2712,2410,1815,1198,598,282,390,215,134,258
2011/7/12,3461,2711,2448,1297,611,349,407,295,174,358
2011/7/13,3554,3152,2459,1355,702,336,441,340,217,297
2011/7/14,3869,3045,2326,1480,694,326,497,320,233,297
2011/7/15,3213,3001,2334,1357,744,336,434,319,216,349
2011/7/16,76,73,54,35,46,12,17,8,9,7
2011/7/17,0,0,0,0,0,0,0,0,0,0
2011/7/18,2943,2453,1922,1079,584,262,352,284,188,225
2011/7/19,3399,2880,2468,1441,723,318,409,298,221,289
2011/7/20,3298,3135,2471,1297,788,383,436,317,227,326
2011/7/21,3276,3381,2548,1424,800,390,485,416,239,278
2011/7/22,3505,3138,2706,1505,815,343,477,349,266,311
2011/7/23,73,75,68,28,35,9,8,8,8,4
2011/7/24,0,1,0,0,0,0,0,1,0,0
2011/7/25,2846,2645,1992,1347,633,256,363,258,185,221
2011/7/26,3147,3093,2414,1317,738,337,390,369,236,317
2011/7/27,3600,3548,2918,1547,854,381,476,369,280,349
2011/7/28,3648,3783,3037,1677,906,400,520,451,323,306
2011/7/29,3608,3742,3033,1603,1698,330,531,407,428,311
2011/7/30,103,85,64,71,47,6,10,15,13,6
2011/7/31,1,1,1,0,0,0,0,0,0,0
2011/8/1,2816,2436,1991,996,776,271,348,184,148,274
2011/8/2,3138,3172,2376,1225,653,366,386,286,190,301
2011/8/3,3001,3404,2659,1356,806,335,462,365,211,317
2011/8/4,2943,3360,2768,1340,783,328,473,356,239,414
2011/8/5,2945,3299,2468,1298,788,339,448,277,222,288
2011/8/6,0,0,0,0,0,0,0,0,0,0
2011/8/7,0,0,0,1,0,0,0,0,0,0
2011/8/8,2382,2843,2156,1054,575,225,338,222,171,195
2011/8/9,3000,3224,2383,1213,696,290,398,282,206,325
2011/8/10,2672,3151,2590,1397,651,268,438,286,230,344
2011/8/11,2747,3116,2394,1414,694,265,444,329,264,306
2011/8/12,3070,3701,2390,1444,828,333,429,341,280,380
2011/8/13,49,60,43,26,27,13,10,6,14,18
2011/8/14,1,0,2,3,0,0,0,0,1,0
2011/8/15,1987,1997,1728,959,514,196,289,218,169,185
2011/8/16,2417,2713,2134,1180,698,242,391,284,179,285
2011/8/17,2991,2844,2486,1357,699,285,403,315,198,286
2011/8/18,2969,3086,2539,1431,852,354,496,337,237,307
2011/8/19,3183,3193,2209,1314,765,338,488,339,268,318
2011/8/20,86,82,58,37,44,10,12,13,3,2
2011/8/21,1,0,0,0,0,0,0,0,0,0
2011/8/22,2476,2365,1656,1011,641,254,422,237,171,201
2011/8/23,3026,2886,2358,1428,754,321,577,305,194,277
2011/8/24,2978,3102,2496,1444,968,350,421,315,249,288
2011/8/25,3125,3080,2737,1423,968,382,436,394,259,285
2011/8/26,3330,3289,2520,1433,856,369,493,420,245,286
2011/8/27,189,160,84,65,155,14,21,11,14,8
2011/8/28,3,5,1,2,0,0,0,0,0,0
2011/8/29,2388,2693,2188,1189,701,279,355,313,196,217
2011/8/30,3348,3175,2821,1939,746,400,463,539,302,348
2011/8/31,4050,4188,3687,2203,980,565,700,792,529,343
2011/9/1,2564,2807,2331,1106,705,419,275,257,224,242
2011/9/2,3073,3567,2806,1330,850,512,469,330,267,334
2011/9/3,73,140,90,34,41,11,11,15,15,7
2011/9/4,2,2,0,0,0,1,0,0,0,0
2011/9/5,2208,2319,1855,970,761,342,293,252,185,234
2011/9/6,2157,2396,1766,920,559,337,283,243,169,249
2011/9/7,111,58,83,35,33,13,28,20,9,10
2011/9/8,2950,3221,2498,1202,704,459,361,356,231,307
2011/9/9,2777,3179,2513,1221,894,442,416,406,249,256
2011/9/10,0,0,0,0,0,0,0,0,0,0
2011/9/11,3,3,1,0,0,0,0,0,0,0
2011/9/12,2383,2699,2295,1168,905,336,331,300,201,263
2011/9/13,3078,3111,2640,1322,747,390,393,391,203,282
2011/9/14,3121,3164,2754,1440,961,394,434,415,220,376
2011/9/15,2900,2957,2602,1410,998,391,436,426,232,362
2011/9/16,2762,2973,2670,1308,754,384,477,342,242,292
2011/9/17,52,97,53,29,15,11,7,17,7,1
2011/9/18,3,5,3,0,0,0,0,0,0,0
2011/9/19,2381,2462,2499,1198,779,371,298,344,219,316
2011/9/20,2724,2730,2174,1174,695,403,365,348,237,302
2011/9/21,3106,2980,2422,1415,973,451,466,477,265,355
2011/9/22,2945,3121,2780,1493,942,442,500,509,286,402
2011/9/23,2687,2796,2497,1277,897,454,444,512,327,388
2011/9/24,79,108,62,37,47,13,22,16,3,23
2011/9/25,1,0,1,1,0,0,0,0,0,0
2011/9/26,2462,2929,2542,1133,757,359,420,380,274,323
2011/9/27,2948,2858,2469,1600,813,450,508,440,297,356
2011/9/28,2950,3162,3089,1511,926,476,513,500,406,348
2011/9/29,3759,3298,2764,1697,999,499,597,563,430,352
2011/9/30,4213,5024,3420,2012,1183,566,835,682,749,385
2011/10/1,54,76,52,39,40,14,16,14,4,4
2011/10/2,1,0,1,0,0,0,0,0,0,0
2011/10/3,2665,2524,2016,1081,1348,421,408,284,144,269
2011/10/4,2740,2871,2583,1347,975,497,488,332,193,276
2011/10/5,2772,2762,2745,1249,856,469,463,435,210,288
2011/10/6,2853,3347,2607,1525,735,484,630,355,221,310
2011/10/7,3100,3102,2476,1350,875,484,600,347,241,296
2011/10/8,70,102,120,32,50,9,19,13,5,13
2011/10/9,2,0,1,1,0,1,0,0,0,0
2011/10/10,2638,2359,1916,1007,703,362,408,276,150,260
2011/10/11,2922,3115,2259,1314,948,439,536,284,238,319
2011/10/12,8,16,11,4,1,5,0,1,0,1
2011/10/13,2735,3218,2396,1246,829,377,508,300,214,332
2011/10/14,3134,3061,2438,1374,885,474,579,310,265,306
2011/10/15,79,84,71,31,45,13,18,6,8,6
2011/10/16,0,0,0,0,0,0,0,0,0,0
2011/10/17,2392,2486,1879,1059,751,354,478,206,227,219
2011/10/18,2507,2724,2284,1138,1252,396,431,254,231,294
2011/10/19,2706,2929,2648,1314,933,409,572,323,232,359
2011/10/20,2956,3421,2476,1232,938,414,591,355,273,293
2011/10/21,2937,3160,2843,1302,912,432,581,284,285,259
2011/10/22,64,88,69,24,49,10,14,20,9,18
2011/10/23,0,0,0,0,0,0,0,0,0,0
2011/10/24,2328,2240,2051,909,961,349,500,243,209,198
2011/10/25,3300,3042,2706,1311,905,491,530,312,255,249
2011/10/26,3377,3063,2931,1328,901,470,581,378,306,286
2011/10/27,3807,3513,3611,1537,1056,600,678,443,434,350
2011/10/28,863,888,790,472,296,121,124,67,102,56
2011/10/29,104,123,58,29,38,11,18,14,15,9
2011/10/30,3,1,1,0,0,0,0,1,0,0
2011/10/31,4013,3866,3782,1866,1218,545,725,491,444,334
2011/11/1,3033,3324,3194,1412,1087,602,570,363,342,235
2011/11/2,6,39,12,6,1,2,1,3,0,1
2011/11/3,3257,3265,3240,1492,897,657,535,396,262,336
2011/11/4,3591,3890,3215,1533,1274,718,695,402,348,344
2011/11/5,96,104,128,57,51,9,23,16,14,36
2011/11/6,0,1,1,0,0,0,0,0,0,0
2011/11/7,3256,2851,2896,1359,945,530,478,321,302,248
2011/11/8,3481,3220,2842,1368,1469,534,523,393,336,323
2011/11/9,2993,3897,3000,1525,1056,539,540,332,361,364
2011/11/10,3029,3175,2990,1621,1019,547,557,294,339,321
2011/11/11,3155,3826,3163,1341,1735,542,623,338,367,313
2011/11/12,74,105,80,42,46,10,17,5,9,11
2011/11/13,0,0,0,0,0,0,0,0,0,0
2011/11/14,842,813,871,377,296,172,120,63,97,118
2011/11/15,0,0,0,0,0,0,0,0,0,0
2011/11/16,3855,2977,2693,1173,848,415,401,235,324,240
2011/11/17,3366,3455,3064,1632,929,492,603,364,422,322
2011/11/18,3513,3567,2982,1482,1209,487,623,314,396,341
2011/11/19,99,136,112,58,67,10,18,6,14,29
2011/11/20,3,5,0,2,0,0,0,0,1,0
2011/11/21,2811,2802,2561,1271,848,415,535,267,358,371
2011/11/22,3551,3199,2681,1439,942,442,505,306,376,309
2011/11/23,3137,3219,2387,1410,969,499,538,298,376,267
2011/11/24,3840,3499,2820,1629,1177,500,593,387,501,341
2011/11/25,3407,3465,2653,1537,1302,546,569,314,603,380
2011/11/26,91,127,91,56,52,18,28,13,18,87
2011/11/27,0,0,0,0,0,0,0,0,0,0
2011/11/28,3065,2561,2315,1546,825,390,414,276,474,252
2011/11/29,3675,3105,3079,1550,962,484,456,309,486,305
2011/11/30,5050,4149,3859,2592,1935,595,617,470,795,357
2011/12/1,2611,3454,2598,1317,811,565,522,251,438,325
2011/12/2,2907,2734,2717,1443,850,609,482,279,418,289
2011/12/3,81,136,78,37,51,15,15,7,24,11
2011/12/4,0,0,1,0,0,0,0,0,0,0
2011/12/5,2611,2611,1916,1055,738,475,378,229,398,219
2011/12/6,2910,3360,2653,1630,882,594,476,262,479,345
2011/12/7,3090,3441,2807,1491,1252,561,567,277,502,305
2011/12/8,2325,2531,2035,1094,660,485,457,249,412,232
2011/12/9,2588,2985,2505,1159,799,513,484,213,478,298
2011/12/10,56,109,74,38,45,5,8,6,23,5
2011/12/11,5,4,3,0,1,0,0,0,0,11
2011/12/12,3008,2847,2794,1135,921,411,456,236,496,280
2011/12/13,3660,3334,2850,1593,1160,583,485,249,543,371
2011/12/14,3331,3540,2839,1483,932,607,559,309,570,359
2011/12/15,3529,3341,3109,1549,1089,670,553,317,564,330
2011/12/16,3212,3296,3209,1547,1027,598,557,257,600,464
2011/12/17,105,112,101,55,73,9,19,10,31,21
2011/12/18,8,1,4,3,1,1,1,0,1,0
2011/12/19,3140,2971,3241,1327,993,519,491,219,506,289
2011/12/20,3574,3559,3448,1673,1174,587,572,335,542,399
2011/12/21,4201,4275,3738,1769,1226,669,674,349,613,393
2011/12/22,4121,4083,3380,1776,1361,768,622,376,681,327
2011/12/23,2013,1929,1551,840,538,302,271,108,317,151
2011/12/24,8,3,4,10,4,0,0,2,0,0
2011/12/25,1,0,0,0,0,0,0,0,1,0
2011/12/26,2999,2663,2384,1154,1014,506,403,207,429,241
2011/12/27,4264,3687,3250,1690,1158,666,548,443,722,371
2011/12/28,4215,3960,3526,2065,1173,716,569,365,873,407
2011/12/29,3908,4017,3531,1954,1322,698,587,341,957,367
2011/12/30,683,784,598,278,315,168,68,61,81,58
2011/12/31,0,0,0,0,0,0,0,0,0,0
2012/1/1,0,0,0,0,0,0,0,0,0,0
2012/1/2,1545,1220,1091,584,431,288,139,71,129,78
2012/1/3,2065,2532,1906,921,653,422,284,184,241,199
2012/1/4,2462,2702,2047,1090,711,531,365,215,304,222
2012/1/5,2876,2880,2323,1220,776,555,391,224,354,261
2012/1/6,2464,2723,2247,1155,720,476,385,214,378,241
2012/1/7,62,56,57,30,42,16,2,3,10,3
2012/1/8,0,0,0,1,0,0,0,0,0,0
2012/1/9,1971,2050,2266,1047,620,326,272,152,232,263
2012/1/10,2360,2424,2511,1057,757,358,368,214,315,285
2012/1/11,2082,2737,2674,1012,815,286,387,206,337,233
2012/1/12,2381,2591,2923,1185,742,344,438,279,401,199
2012/1/13,2141,2871,2852,1027,864,356,406,212,396,271
2012/1/14,48,65,47,23,42,12,7,4,15,3
2012/1/15,0,0,0,0,0,0,0,0,0,0
2012/1/16,1894,2048,2287,862,624,247,291,182,377,226
2012/1/17,2046,2421,2537,1132,641,297,324,215,373,299
2012/1/18,2205,2704,2619,1129,713,320,381,308,407,264
2012/1/19,2357,2952,2937,1230,853,302,414,316,462,219
2012/1/20,2217,2475,2365,1074,744,322,357,252,388,218
2012/1/21,0,0,0,0,0,0,0,0,0,0
2012/1/22,1,0,0,0,0,0,0,0,0,0
2012/1/23,1894,1941,1821,818,601,186,274,235,326,232
2012/1/24,2605,2560,2764,1224,853,344,406,377,444,221
2012/1/25,2603,2389,2206,1274,809,303,287,254,372,210
2012/1/26,2703,2441,2470,1304,908,303,329,425,456,220
2012/1/27,2777,2810,2532,1233,870,359,406,402,487,290
2012/1/28,66,69,74,33,36,11,13,11,17,2
2012/1/29,2,1,1,0,0,0,0,0,0,0
2012/1/30,2445,2348,2283,1096,789,329,296,392,450,261
2012/1/31,3629,3224,3011,1580,997,429,414,719,712,306
2012/2/1,2539,2477,2204,1087,805,407,332,351,352,286
2012/2/2,2777,3310,2213,1170,891,450,326,402,408,318
2012/2/3,2848,2811,2108,1228,834,427,330,450,413,327
2012/2/4,69,97,91,39,61,19,11,18,20,12
2012/2/5,2,0,0,0,0,0,0,0,0,0
2012/2/6,2361,2441,1793,1187,774,292,283,371,339,223
2012/2/7,2777,2725,2121,1053,758,375,267,350,390,232
2012/2/8,2630,2970,2056,1342,791,372,304,387,363,285
2012/2/9,2889,3268,2095,1403,912,375,334,373,373,322
2012/2/10,2957,2780,2128,1315,994,332,317,324,444,268
2012/2/11,73,71,70,42,60,7,12,19,18,14
2012/2/12,0,0,0,0,0,0,0,0,0,0
2012/2/13,2653,2266,1701,1091,728,291,294,286,360,223
2012/2/14,3141,3032,2109,1405,843,352,319,380,432,284
2012/2/15,3399,3474,2274,1589,1036,349,359,406,483,267
2012/2/16,3539,3414,2351,1617,1053,413,392,452,569,273
2012/2/17,3204,3028,2138,1382,829,377,354,360,415,244
2012/2/18,14,7,5,11,9,1,1,3,3,0
2012/2/19,0,0,0,0,0,0,0,0,0,0
2012/2/20,5,5,4,3,2,0,0,0,0,0
2012/2/21,1,1,1,1,0,0,0,0,0,0
2012/2/22,703,764,548,379,259,64,75,91,105,81
2012/2/23,2876,2712,1795,1138,795,289,259,336,390,261
2012/2/24,3270,2999,2139,1436,895,388,389,412,355,304
2012/2/25,89,101,68,39,66,15,12,9,19,5
2012/2/26,0,1,0,0,0,0,0,0,0,0
2012/2/27,2855,2557,1939,1241,812,275,321,358,378,294
2012/2/28,3389,3222,2261,1477,865,335,368,475,389,284
2012/2/29,4365,3659,2530,1735,1058,381,428,638,578,261
2012/3/1,3075,2804,1933,1286,780,388,347,334,350,275
2012/3/2,2967,2980,1962,1243,818,369,327,398,347,236
2012/3/3,91,87,68,63,48,8,20,18,15,6
2012/3/4,1,0,0,2,0,0,0,1,0,0
2012/3/5,2504,2514,1760,1144,640,332,303,345,279,220
2012/3/6,3013,2858,1975,1306,821,337,327,402,409,223
2012/3/7,3236,2815,1969,1383,1054,318,326,367,405,244
2012/3/8,2891,2742,1943,1311,829,322,372,391,466,266
2012/3/9,2939,2922,1985,1392,738,326,372,364,452,305
2012/3/10,70,120,68,61,62,8,6,16,25,22
2012/3/11,0,3,2,2,0,0,0,0,0,0
2012/3/12,2514,2380,1535,1158,553,206,287,267,312,197
2012/3/13,1924,1664,1336,1034,572,213,267,280,272,124
2012/3/14,3509,3690,2377,1752,1002,340,384,512,560,285
2012/3/15,3038,3012,2076,1431,822,288,334,415,520,240
2012/3/16,2969,2665,2211,1606,918,313,345,436,584,316
2012/3/17,70,94,61,62,50,6,15,18,25,3
2012/3/18,1,0,0,1,0,0,0,0,0,0
2012/3/19,2363,2146,1619,1073,740,207,300,313,324,190
2012/3/20,3213,2652,1971,1190,638,336,299,445,414,220
2012/3/21,3324,2941,2268,1325,774,300,385,497,570,248
2012/3/22,3469,3276,2204,1411,902,370,418,518,589,286
2012/3/23,2828,2956,2220,1254,1033,310,373,466,593,296
2012/3/24,40,63,46,24,24,3,6,13,17,3
2012/3/25,0,0,0,0,0,0,0,0,0,0
2012/3/26,2365,2708,1855,1058,741,225,327,353,508,219
2012/3/27,2957,2999,2234,1434,956,315,315,469,622,275
2012/3/28,2915,3313,2308,1709,982,334,402,534,690,312
2012/3/29,3586,3445,2412,1604,1752,338,384,723,812,333
2012/3/30,4239,3757,2710,1776,1273,335,555,971,1130,255
2012/3/31,90,119,74,50,54,14,10,26,29,6
2012/4/1,0,0,0,0,0,0,0,0,0,0
2012/4/2,2723,2678,1804,1192,635,319,342,269,303,186
2012/4/3,2846,3350,2482,1459,865,432,415,501,425,219
2012/4/4,3350,3520,2750,1806,1135,457,496,551,456,308
2012/4/5,1304,1678,1362,785,554,154,218,268,248,155
2012/4/6,2,0,1,1,0,0,0,0,0,0
2012/4/7,2,4,2,0,1,0,0,0,0,0
2012/4/8,0,0,0,0,0,0,0,0,0,0
2012/4/9,2250,2719,1789,1252,799,233,326,314,334,203
2012/4/10,2889,3034,2097,1378,804,273,307,415,427,207
2012/4/11,2936,3013,2119,1443,764,288,404,382,391,297
2012/4/12,2977,3120,2254,1397,968,322,371,447,445,257
2012/4/13,2769,2923,2170,1342,822,253,410,419,471,307
2012/4/14,85,88,90,54,74,27,18,19,23,14
2012/4/15,1,1,0,0,0,0,0,0,0,0
2012/4/16,2299,2470,1599,1009,641,222,313,317,431,216
2012/4/17,2653,2576,1835,1210,825,231,312,378,465,263
2012/4/18,2719,2594,1991,1263,1385,265,344,472,515,233
2012/4/19,3029,2866,2244,1247,884,239,406,566,501,276
2012/4/20,3104,2814,2224,1447,868,276,405,468,516,261
2012/4/21,22,1,7,1,0,0,0,0,0,0
2012/4/22,1,0,0,0,0,0,0,0,0,0
2012/4/23,2041,2195,1671,1104,566,204,257,342,326,147
2012/4/24,2590,2791,2087,1279,834,227,355,443,453,247
2012/4/25,2886,2711,2237,1342,950,270,376,464,495,234
2012/4/26,3278,3193,2533,1619,898,330,396,584,509,249
2012/4/27,3534,3284,2821,1554,826,347,513,665,610,257
2012/4/28,102,111,96,74,45,11,10,16,28,7
2012/4/29,0,0,0,0,0,0,0,0,0,0
2012/4/30,1127,1388,1116,543,393,132,162,233,242,54
2012/5/1,0,1,0,0,0,0,0,0,0,0
2012/5/2,2533,2591,2308,1133,709,341,319,372,343,202
2012/5/3,3126,3181,2933,1502,808,452,416,676,498,247
2012/5/4,3304,3275,3159,1445,844,478,394,733,491,278
2012/5/5,94,114,109,59,61,13,10,30,34,2
2012/5/6,0,0,1,0,0,0,0,0,0,0
2012/5/7,2596,2647,2855,1029,645,369,332,453,394,181
2012/5/8,2813,2908,3073,1396,729,444,354,512,473,197
2012/5/9,2935,2915,3194,1419,779,361,379,616,446,195
2012/5/10,2897,2790,3227,1397,805,421,402,509,428,238
2012/5/11,2881,2982,3339,1316,823,405,410,535,505,280
2012/5/12,94,103,114,53,57,13,6,26,39,15
2012/5/13,0,0,0,0,0,0,0,0,0,0
2012/5/14,2456,2163,2032,892,628,297,288,325,358,140
2012/5/15,2648,2501,2509,1189,667,373,321,462,426,253
2012/5/16,2826,2656,3129,1203,972,393,372,565,477,185
2012/5/17,3074,2737,3074,1191,862,436,373,495,437,241
2012/5/18,2859,2896,3114,1115,959,468,428,563,469,238
2012/5/19,112,88,85,50,44,4,4,17,28,1
2012/5/20,0,0,0,0,0,0,0,0,0,0
2012/5/21,2397,2103,2513,897,785,357,286,414,455,213
2012/5/22,2683,2290,2945,996,815,426,334,499,414,246
2012/5/23,2449,2407,2440,966,705,399,316,426,410,167
2012/5/24,2251,2046,1930,797,624,353,322,307,314,165
2012/5/25,2210,1768,1611,767,578,284,305,281,287,175
2012/5/26,70,77,48,36,60,14,1,17,21,3
2012/5/27,0,1,0,0,0,0,0,0,0,0
2012/5/28,1839,1390,1216,630,419,178,210,126,178,154
2012/5/29,2115,2062,1173,1098,822,255,266,280,233,212
2012/5/30,2562,2728,1158,1404,857,306,243,482,246,206
2012/5/31,3657,4990,1497,1977,1362,462,297,1065,444,265
2012/6/1,2897,3178,1442,1373,890,489,282,639,334,248
2012/6/2,79,65,47,66,44,10,2,21,16,11
2012/6/3,0,0,0,0,0,0,0,0,0,0
2012/6/4,2788,3437,1575,1319,993,521,238,779,366,203
2012/6/5,3741,3900,2332,1802,1091,694,299,961,554,246
2012/6/6,3685,4027,2934,1974,1573,680,347,898,573,251
2012/6/7,9,3,2,3,1,1,0,1,0,0
2012/6/8,997,865,847,504,327,145,78,229,133,55
2012/6/9,123,104,55,55,65,10,4,19,8,9
2012/6/10,1,0,0,0,0,0,0,0,0,0
2012/6/11,3628,3458,3146,1898,1285,540,265,795,629,205
2012/6/12,4359,4353,3776,2187,1468,620,400,891,625,272
2012/6/13,4019,3926,3378,2051,1364,534,337,785,548,177
2012/6/14,4072,4249,3524,2155,1354,537,350,775,563,300
2012/6/15,3915,3835,3191,1953,1329,497,364,664,597,191
2012/6/16,176,254,142,138,83,17,11,33,33,5
2012/6/17,2,0,0,1,0,0,1,1,0,0
2012/6/18,3750,3449,2731,1836,1091,422,320,542,490,173
2012/6/19,4304,3898,3212,1936,1372,491,355,673,663,211
2012/6/20,3636,4763,2950,1834,1267,424,354,741,676,238
2012/6/21,4296,3522,3125,1892,1254,513,355,631,698,215
2012/6/22,3785,3464,2845,1715,1278,423,380,615,683,231
2012/6/23,64,89,55,42,40,8,2,16,10,9
2012/6/24,2,9,3,1,0,0,0,2,0,0
2012/6/25,3572,3452,2525,1566,1014,404,318,655,755,138
2012/6/26,4328,3773,3051,1720,1177,515,348,805,960,184
2012/6/27,4394,4298,3437,1707,1190,523,458,875,949,189
2012/6/28,4210,4736,3559,1710,1144,519,448,970,1144,238
2012/6/29,4283,4133,3579,1848,1450,515,558,973,1227,249
2012/6/30,125,198,134,92,101,12,2,37,41,1
2012/7/1,4,0,0,0,0,0,0,0,0,0
2012/7/2,2993,2472,2267,1312,703,333,265,477,510,156
2012/7/3,3797,3689,2955,1696,945,484,354,678,526,187
2012/7/4,3870,3714,3032,1695,1047,495,388,757,618,257
2012/7/5,4224,4154,3049,1689,1207,527,421,696,620,228
2012/7/6,3816,3799,3030,1698,1110,461,425,704,640,219
2012/7/7,98,140,63,53,61,20,2,27,27,16
2012/7/8,0,0,0,0,0,0,0,0,0,0
2012/7/9,2664,2742,1713,939,648,276,173,361,332,160
2012/7/10,3872,3652,2507,1412,991,387,280,580,556,151
2012/7/11,3777,3836,2845,1514,1068,430,364,600,556,220
2012/7/12,3860,3823,2713,1556,1016,458,451,587,617,181
2012/7/13,4387,3952,3007,1475,1093,425,414,553,630,241
2012/7/14,0,0,2,2,4,0,0,0,0,0
2012/7/15,2,1,1,0,0,0,0,0,0,0
2012/7/16,3132,3581,2157,1060,920,397,294,460,417,194
2012/7/17,3841,3807,2653,1365,943,479,407,515,520,232
2012/7/18,3761,3728,2736,1341,938,456,427,655,524,212
2012/7/19,3903,3931,2911,1537,1202,488,407,696,564,211
2012/7/20,4050,3544,2707,1426,1050,469,432,704,596,191
2012/7/21,136,168,101,52,80,17,4,28,38,18
2012/7/22,1,1,0,1,0,0,0,0,0,0
2012/7/23,3287,3100,2090,1093,1018,409,295,502,432,158
2012/7/24,4130,3748,2801,1478,1017,463,364,635,571,216
2012/7/25,3936,4358,2676,1313,1070,546,414,703,565,176
2012/7/26,4225,3547,2563,1297,1037,463,388,645,570,158
2012/7/27,3997,3729,2721,1437,1184,562,408,551,507,236
2012/7/28,148,125,114,69,88,14,0,26,26,16
2012/7/29,0,1,1,0,0,0,0,0,0,0
2012/7/30,3572,3577,2579,1273,1216,488,390,600,465,175
2012/7/31,4647,4982,3264,1574,1276,471,519,875,587,154
2012/8/1,3730,3230,2635,1206,838,417,308,519,397,170
2012/8/2,3776,3682,2686,1249,962,456,343,628,440,191
2012/8/3,3729,3638,2671,1374,1060,414,369,606,446,188
2012/8/4,129,163,96,68,74,10,2,16,12,4
2012/8/5,5,3,2,0,0,0,0,0,0,0
2012/8/6,3082,2940,2443,1041,1123,320,286,508,373,200
2012/8/7,3212,2792,2480,1201,773,291,311,481,403,199
2012/8/8,3954,4546,3348,1291,1116,372,391,673,485,250
2012/8/9,4125,3854,3561,1316,1222,424,379,588,513,212
2012/8/10,3295,3614,3353,1105,916,326,387,532,449,196
2012/8/11,136,168,141,68,81,11,9,19,28,10
2012/8/12,0,4,1,0,0,0,0,0,0,0
2012/8/13,3857,3510,3547,1205,1032,426,370,533,493,166
2012/8/14,4181,3670,3242,1214,1036,353,351,595,472,233
2012/8/15,3535,3402,2968,1209,1000,373,309,552,397,222
2012/8/16,4169,4704,3525,1426,1139,437,379,719,465,248
2012/8/17,5256,4308,3677,1520,1465,456,421,730,476,277
2012/8/18,133,138,118,60,65,20,5,26,19,12
2012/8/19,5,7,4,1,0,0,0,1,0,0
2012/8/20,3909,3598,2938,1342,1100,393,309,632,381,214
2012/8/21,4457,3806,3266,1501,1141,477,317,777,398,231
2012/8/22,5032,4308,3772,1677,1259,512,410,889,462,232
2012/8/23,5086,4283,3545,1666,1325,445,393,824,427,184
2012/8/24,5284,4422,3764,1657,1531,477,374,864,492,262
2012/8/25,142,137,110,86,62,16,2,23,14,8
2012/8/26,5,1,1,1,0,0,1,0,0,0
2012/8/27,3582,3628,2640,1174,1100,389,303,680,345,169
2012/8/28,4932,4690,3645,1680,1304,528,368,1024,346,221
2012/8/29,5134,4733,3602,1740,1540,507,482,1077,411,257
2012/8/30,5243,5385,3900,1851,1786,694,486,1277,450,314
2012/8/31,5096,5407,4192,1997,1854,571,604,1293,449,322
2012/9/1,163,183,147,71,93,20,0,27,25,10
2012/9/2,1,1,0,0,0,0,0,0,0,0
2012/9/3,3413,3546,2745,1097,1078,431,356,566,279,239
2012/9/4,4311,4350,3262,1506,1270,558,457,664,365,209
2012/9/5,4321,4533,3584,1571,1297,621,486,718,296,294
2012/9/6,3731,4351,3223,1498,1182,534,464,580,308,242
2012/9/7,1,0,2,1,1,0,0,0,0,1
2012/9/8,12,4,6,2,6,2,0,0,2,0
2012/9/9,0,0,0,0,0,0,0,0,0,0
2012/9/10,2650,2820,2084,996,801,346,331,373,176,176
2012/9/11,3158,3679,2629,1275,995,455,430,417,217,227
2012/9/12,3941,3705,2697,1184,1008,458,391,531,247,194
2012/9/13,3326,3626,2630,1274,953,427,388,580,243,224
2012/9/14,3158,3454,2548,1169,999,471,359,465,237,243
